LAMMPS data file via write_data, version 29 Aug 2024, timestep = 1, units = metal

9216 atoms
5 atom types

0 201.72 xlo xhi
-6 58.130139839428 ylo yhi
-20 24 zlo zhi

Masses

1 12.011
2 12.011
3 12.011
4 12.011
5 12.011

Atoms # molecular

1 1 1 0 1.42028 0 0 0 0
2 1 1 1.23 3.5507 0 0 0 0
7 1 1 0 0 0 0 0 0
8 1 1 1.23 2.13042 0 0 0 0
9 1 1 2.46 1.42028 0 0 0 0
10 1 1 3.69 3.5507 0 0 0 0
15 1 1 2.46 0 0 0 0 0
16 1 1 3.69 2.13042 0 0 0 0
17 1 1 4.92 1.42028 0 0 0 0
23 1 1 4.92 0 0 0 0 0
663 1 1 0 4.26084 0 0 0 0
671 1 1 2.46 4.26084 0 0 0 0
679 1 1 4.92 4.26084 0 0 0 0
18 1 1 6.15 3.5507 0 0 0 0
24 1 1 6.15 2.13042 0 0 0 0
25 1 1 7.38 1.42028 0 0 0 0
26 1 1 8.61 3.5507 0 0 0 0
31 1 1 7.38 0 0 0 0 0
32 1 1 8.61 2.13042 0 0 0 0
33 1 1 9.84 1.42028 0 0 0 0
34 1 1 11.07 3.5507 0 0 0 0
39 1 1 9.84 0 0 0 0 0
40 1 1 11.07 2.13042 0 0 0 0
687 1 1 7.38 4.26084 0 0 0 0
695 1 1 9.84 4.26084 0 0 0 0
41 1 1 12.3 1.42028 0 0 0 0
42 1 1 13.53 3.5507 0 0 0 0
47 1 1 12.3 0 0 0 0 0
48 1 1 13.53 2.13042 0 0 0 0
49 1 1 14.76 1.42028 0 0 0 0
50 1 1 15.99 3.5507 0 0 0 0
55 1 1 14.76 0 0 0 0 0
56 1 1 15.99 2.13042 0 0 0 0
703 1 1 12.3 4.26084 0 0 0 0
711 1 1 14.76 4.26084 0 0 0 0
57 1 1 17.22 1.42028 0 0 0 0
58 1 1 18.45 3.5507 0 0 0 0
63 1 1 17.22 0 0 0 0 0
64 1 1 18.45 2.13042 0 0 0 0
65 1 1 19.68 1.42028 0 0 0 0
66 1 1 20.91 3.5507 0 0 0 0
71 1 1 19.68 0 0 0 0 0
72 1 1 20.91 2.13042 0 0 0 0
73 1 1 22.14 1.42028 0 0 0 0
79 1 1 22.14 0 0 0 0 0
719 1 1 17.22 4.26084 0 0 0 0
727 1 1 19.68 4.26084 0 0 0 0
735 1 1 22.14 4.26084 0 0 0 0
74 1 1 23.37 3.5507 0 0 0 0
80 1 1 23.37 2.13042 0 0 0 0
81 1 1 24.6 1.42028 0 0 0 0
82 1 1 25.83 3.5507 0 0 0 0
87 1 1 24.6 0 0 0 0 0
88 1 1 25.83 2.13042 0 0 0 0
89 1 1 27.06 1.42028 0 0 0 0
95 1 1 27.06 0 0 0 0 0
743 1 1 24.6 4.26084 0 0 0 0
751 1 1 27.06 4.26084 0 0 0 0
90 1 1 28.29 3.5507 0 0 0 0
96 1 1 28.29 2.13042 0 0 0 0
97 1 1 29.52 1.42028 0 0 0 0
98 1 1 30.75 3.5507 0 0 0 0
103 1 1 29.52 0 0 0 0 0
104 1 1 30.75 2.13042 0 0 0 0
105 1 1 31.98 1.42028 0 0 0 0
106 1 1 33.21 3.5507 0 0 0 0
111 1 1 31.98 0 0 0 0 0
112 1 1 33.21 2.13042 0 0 0 0
759 1 1 29.52 4.26084 0 0 0 0
767 1 1 31.98 4.26084 0 0 0 0
113 1 1 34.44 1.42028 0 0 0 0
114 1 1 35.67 3.5507 0 0 0 0
119 1 1 34.44 0 0 0 0 0
120 1 1 35.67 2.13042 0 0 0 0
121 1 1 36.9 1.42028 0 0 0 0
122 1 1 38.13 3.5507 0 0 0 0
127 1 1 36.9 0 0 0 0 0
128 1 1 38.13 2.13042 0 0 0 0
775 1 1 34.44 4.26084 0 0 0 0
783 1 1 36.9 4.26084 0 0 0 0
129 1 1 39.36 1.42028 0 0 0 0
